ProductName,FormFactor,CPUSocket,Chipset,MemType,Sata3Ports,PCIExpress_x16Ports,DDR3MemSlots,DDR4MemSlots
MSI Z77A-GD55,ATX,Socket 1155,Intel Z77,DDR3,4,3,,
Gigabyte EP45T-DS3R,ATX,Socket 775,Intel P45,DDR3,,,,
ASUS M4A88TD-M/USB3,Micro ATX,Socket AM3,AMD 880G,DDR3,6,1,,
ASUS M2N-X Plus,ATX,Socket AM2+,Nvidia GeForce 6100,DDR2,,,,
Gigabyte MA790FX-DS5,ATX,Socket AM2+,AMD 790FX,DDR2,,,,
Gigabyte MA790XT-UD4P,ATX,Socket AM3,AMD 790X,DDR3,,,4,
ASRock K10N78hSLI-1394,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASUS M3A78,ATX,Socket AM2+,AMD 770,DDR2,,,,
MSI P67A-GD65 (B3),ATX,Socket 1155,Intel P67,DDR3,4,2,4,
ASRock P55 Extreme4,ATX,Socket 1156,Intel P55,DDR3,4,2,4,
MSI A75A-G55,ATX,Socket FM1,AMD A75,DDR3,6,2,,
Gigabyte 970A-UD3P,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
Gigabyte M68MT-D3,Micro ATX,Socket AM3,Nvidia GeForce 7025,DDR3,,,,
ASUS P8H61-M LE/USB3,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte 990FXA-UD5 R5,ATX,Socket AM3+,AMD 990FX,DDR3,6,1,,
Gigabyte 965QM-DS2,Micro ATX,Socket 775,Intel Q965,DDR2,,,,
MSI P45 Neo3-FIR,ATX,Socket 775,Intel P45,DDR2,,,,
MSI X48 Platinum,ATX,Socket 775,Intel X48,DDR3,,,4,
Gigabyte X99-Ultra Gaming,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASUS P5N32-E SLI Plus,ATX,Socket 775,Nvidia nForce 680i SLI,DDR2,,,,
ASRock H61M-DGS,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
MSI Z77A-GD65,ATX,Socket 1155,Intel Z77,DDR3,4,3,4,
ASRock FM2A85X Extreme4,ATX,Socket FM2,AMD A85X,DDR3,7,2,,
ASRock FM2A85X Extreme6,ATX,Socket FM2,AMD A85X,DDR3,7,3,,
ASUS Maximus VI Formula,ATX,Socket 1150,Intel Z87,DDR3,10,3,4,
ASUS P5N-T Deluxe,ATX,Socket 775,Nvidia nForce 780i SLI,DDR2,,,0,
ASRock H97 Anniversary,ATX,Socket 1150,Intel H97,DDR3,6,1,,
Gigabyte P55M-UD4,Micro ATX,Socket 1156,Intel P55,DDR3,,,4,
ASUS H87-Plus,ATX,Socket 1150,Intel H87,DDR3,6,1,,
ASUS M2N-XE,ATX,Socket AM2+,Nvidia GeForce 6100,DDR2,,,,
ASRock Q77M vPro,Micro ATX,Socket 1155,Intel Q77,DDR3,2,2,,
ASRock A55M-DGS,Micro ATX,Socket FM1,AMD A55,DDR3,,,,
Gigabyte MA790X-DS4,ATX,Socket AM2+,AMD 790X,DDR2,,,,
ASUS H97M-E,Micro ATX,Socket 1150,Intel H97,DDR3,4,1,,
ASRock H110M-DVS R2.0,Micro ATX,Socket 1151,Intel H110,DDR4,,,,
Gigabyte P35-DS3P,ATX,Socket 775,Intel P35,DDR2,,,,
ASRock H61M-PS4,ATX,Socket 1155,Intel H61,DDR3,,,,
MSI 760GM-P21 (FX),Micro ATX,Socket AM3+,AMD 760G,DDR3,0,1,,
Gigabyte P35-DS3R,ATX,Socket 775,Intel P35,DDR2,,,0,
Gigabyte Q87M-D2H,Micro ATX,Socket 1150,Intel Q87,DDR3,6,2,,
Gigabyte 970A-DS3,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
Gigabyte F2A88XM-HD3,Micro ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
Gigabyte P55M-UD2,Micro ATX,Socket 1156,Intel P55,DDR3,,,4,
MSI K9AGM2-FIH,Micro ATX,Socket AM2,AMD 690G,DDR2,,,,
Gigabyte Z87X-HD3,ATX,Socket 1150,Intel Z87,DDR3,6,2,,
MSI P55-GD65,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASUS P7P55-M,Micro ATX,Socket 1156,Intel P55,DDR3,,,,
ASUS M5A78L-M LE/USB3,Micro ATX,Socket AM3+,AMD 760G,DDR3,,,,
ASUS P9D-MV,Micro ATX,Socket 1150,Intel C222,DDR3,2,1,2,1
MSI P55A-GD55,ATX,Socket 1156,Intel P55,DDR3,,,,
Gigabyte H97-Gaming 3,ATX,Socket 1150,Intel H97,DDR3,6,1,,
ASUS P5KPL-AM IN/ROEM/SI,Micro ATX,Socket 775,Intel G31,DDR2,,,,
Gigabyte A75M-D2H,Micro ATX,Socket FM1,AMD A75,DDR3,6,2,,
ASUS P8B WS,ATX,Socket 1155,Intel C206,DDR3,2,4,,
MSI A75A-G35,ATX,Socket FM1,AMD A75,DDR3,6,2,,
ASRock B75M R2.0,Micro ATX,Socket 1155,Intel B75,DDR3,3,2,2,
MSI Z170A Gaming Pro,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS P5K3 Premium/WiFi-AP,ATX,Socket 775,,DDR3,,,,
Gigabyte F2A55-DS3,ATX,Socket FM2,AMD A55,DDR3,,,,
ASRock Z68 Pro3-M,Micro ATX,Socket 1155,Intel Z68,DDR3,2,1,,
Gigabyte K8NE,ATX,Socket 754,Nvidia nForce 4,,,,,
MSI P55-GD55,ATX,Socket 1156,Intel P55,DDR3,,,,
Gigabyte F2A88X-D3H,ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
MSI P55A-GD65,ATX,Socket 1156,Intel P55,DDR3,2,2,4,
ASUS Sabertooth Z170 Mark 1,ATX,Socket 1151,Intel Z170,DDR4,8,3,0,4
ASRock A780GXE/128M,ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASUS P8P67-M (B3),Micro ATX,Socket 1155,Intel P67,DDR3,2,2,,
Gigabyte M68SM-S2,Micro ATX,Socket AM2,Nvidia GeForce 7025,DDR2,,,,
MSI P55-GD80,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASUS Striker II Extreme,ATX,Socket 775,Nvidia nForce 790i Ultra SLI,DDR3,,,4,
ASUS P5LD2-X/GBL,ATX,Socket 775,Intel 945GC,DDR2,,,,
ASRock P43D1600Twins-1394,ATX,Socket 775,Intel P43,DDR2+DDR3,,,,
ASUS M4A78LT,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
ASUS P5P41T/USB3,ATX,Socket 775,Intel G41,DDR3,,,,
ASRock FM2A88M Extreme4+ R2.0,Micro ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
Gigabyte H67M-D2,Micro ATX,Socket 1155,Intel H67,DDR3,,,,
MSI Z77MA-G45,Micro ATX,Socket 1155,Intel Z77,DDR3,2,2,4,
ASUS M5A97 R2.0,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
ASUS M4A78L-M LE,Micro ATX,Socket AM2+,AMD 760G,DDR2,,,,
ASUS P9D WS,ATX,Socket 1150,Intel C226,DDR3,6,4,,
MSI P55-GD85,ATX,Socket 1156,Intel P55,DDR3,,,4,
Gigabyte EP45C-UD3R,ATX,Socket 775,Intel P45,DDR2+DDR3,,,,
ASRock K10N78M,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASUS A88X-Plus,ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
ASUS P5E-V HDMI,ATX,Socket 775,Intel G35,DDR2,,,,
ASRock 4Core1600P35-WiFi+,ATX,Socket 775,Intel P35,,,,,
ASRock P4I945GC,Micro ATX,Socket 478,Intel 945GC,DDR2,,,,
Gigabyte EP35-DS3L,ATX,Socket 775,Intel P35,DDR2,,,,
MSI Z97 Gaming 9 ACK,ATX,Socket 1150,Intel Z97,DDR3,,,,
MSI FM2-A75MA-P33,Micro ATX,Socket FM2,AMD A75,DDR3,6,1,,
ASRock K10N78D,ATX,Socket AM2+,Nvidia nForce 720D,DDR2,,,,
ASUS F2A85-M Pro,Micro ATX,Socket FM2,AMD A85X,DDR3,7,2,,
ASUS B150-Pro,ATX,Socket 1151,Intel B150,DDR4,6,2,,
ASUS Z87-K,ATX,Socket 1150,Intel Z87,DDR3,6,2,4,
Gigabyte P35-DS3L,ATX,Socket 775,Intel P35,DDR2,,,,
ASRock ALiveNF5SLI-1394,ATX,Socket AM2,,,,,,
MSI 785GTM-E45,Micro ATX,Socket AM3,AMD 785G,DDR2,,,0,
Gigabyte MA770T-UD3,ATX,Socket AM3,AMD 770,DDR3,,,,
ASUS Sabertooth 990FX/Gen3 R2.0,ATX,Socket AM3+,AMD 990FX,DDR3,8,4,,
ASUS F1A75-V,ATX,Socket FM1,AMD A75,DDR3,6,2,,
ASUS M4N98TD Evo,ATX,Socket AM3,Nvidia nForce 980a SLI,DDR3,5,2,,
MSI B85M-E43 Dash,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
Gigabyte G41M-Combo,Micro ATX,Socket 775,Intel G41,DDR3,,,,
Gigabyte EP35-DS3R,ATX,Socket 775,Intel P35,DDR2,,,,
Gigabyte EP35-DS3P,ATX,Socket 775,Intel P35,DDR2,,,,
ASUS F1A75-M,Micro ATX,Socket FM1,AMD A75,DDR3,6,2,,
MSI P31 Neo-F V2,ATX,Socket 775,Intel P31,DDR2,,,,
ASRock Z77 Extreme3,ATX,Socket 1155,Intel Z77,DDR3,2,3,,
Gigabyte M52S-S3P,ATX,Socket AM2,,DDR2,,,,
ASRock Z77 Extreme4,ATX,Socket 1155,Intel Z77,DDR3,4,2,4,
MSI GF615M-P33 V2,Micro ATX,Socket AM3,Nvidia GeForce 6150,DDR3,,,,
Gigabyte F2A85X-D3H,ATX,Socket FM2,AMD A85X,DDR3,8,2,,
ASRock E3C204-V+,ATX,Socket 1155,Intel C204,DDR3,,,,
ASUS Z10PA-U8,ATX,Socket 2011-3,Intel C612,DDR4,9,2,,
Gigabyte H61MA-D3V,Micro ATX,Socket 1155,Intel H61,DDR3,2,1,,
MSI 990XA-GD55,ATX,Socket AM3+,AMD 990X,DDR3,6,2,,
ASRock N68C-S UCC,Micro ATX,Socket AM2+,Nvidia GeForce 7025,DDR2+DDR3,,,,
MSI Media Live Diva 7.1,Micro ATX,Socket AM2+,AMD 780M,DDR2,,,,
ASRock Z77 Extreme9,ATX,Socket 1155,Intel Z77,DDR3,6,6,,
MSI 945 Neo5-F,ATX,Socket 775,Intel 945GC,DDR2,,,,
ASUS M2N-CM DVI,Micro ATX,Socket AM2+,Nvidia GeForce 7025,DDR2,,,,
ASUS P8P67 (B3),ATX,Socket 1155,Intel P67,DDR3,4,2,4,
ASRock Z77 Extreme6,ATX,Socket 1155,Intel Z77,DDR3,4,3,,
MSI X58M,Micro ATX,Socket 1366,Intel X58,DDR3,,,,
MSI K9MM-V,Micro ATX,Socket AM2,Via K8M800,DDR2,,,,
ASUS B150M-A D3,Micro ATX,Socket 1151,Intel B150,DDR3,6,1,,
ASUS Z87-A,ATX,Socket 1150,Intel Z87,DDR3,6,3,4,
Gigabyte 890FXA-UD5,ATX,Socket AM3,AMD 890FX,DDR3,,,,
MSI Z77A-G45 Thunderbolt,ATX,Socket 1155,Intel Z77,DDR3,2,3,,
ASRock K10N78hSLI-GLAN,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASUS M3A78-VM,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASUS Z87-C,ATX,Socket 1150,Intel Z87,DDR3,6,2,,
ASUS P7P55D,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASUS H170-Pro/USB3.1,ATX,Socket 1151,Intel H170,DDR4,6,2,,
ASUS P5QPL-VM,Micro ATX,Socket 775,Intel G41,DDR2,,,,
Gigabyte 8I915PLG,ATX,Socket 775,Intel 915P,DDR,,,,
MSI K9N Platinum SLI,ATX,Socket AM2,Nvidia nForce 570 SLI,,,,,
Gigabyte K8NF-9,ATX,Socket 939,Nvidia nForce 4,,,,,
ASUS M4N68T-M V2,Micro ATX,Socket AM3,Nvidia GeForce 7025,DDR3,,,,
MSI P67A-C45,ATX,Socket 1155,Intel P67,DDR3,2,1,4,
MSI P67A-C43,ATX,Socket 1155,Intel P67,DDR3,2,1,,
MSI G41M-FIDP,Micro ATX,Socket 775,Intel G31,DDR2,,,,
Gigabyte Q67M-D2H-B3,Micro ATX,Socket 1155,Intel Q67,DDR3,2,2,,
ASRock H81 Pro BTC,ATX,Socket 1150,Intel H81,DDR3,2,1,,
Gigabyte Z170M-D3H DDR3,Micro ATX,Socket 1151,Intel Z170,DDR3,6,2,,
ASUS P5BV-E,ATX,Socket 775,,DDR2,,,,
ASRock P45DE,ATX,Socket 775,Intel P45,DDR2,,,,
Gigabyte H170M-HD3 DDR3,ATX,Socket 1151,Intel H170,DDR3,6,1,,
ASRock Wolfdale1333-D667,Micro ATX,Socket 775,,,,,,
ASUS K8U-X,ATX,Socket 754,,,,,,
ASUS M3N78,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
Gigabyte 990FXA-UD3,ATX,Socket AM3+,AMD 990FX,DDR3,6,4,,
ASUS M5A78L-M LX V2,Micro ATX,Socket AM3+,AMD 760G,DDR3,,,,
ASUS P5BV-M,Micro ATX,Socket 775,,DDR2,,,,
Gigabyte MW31-SP0,ATX,Socket 1151,Intel C236,DDR4,8,2,,
Gigabyte 990FXA-UD7,ATX,Socket AM3+,AMD 990FX,DDR3,8,6,4,
Gigabyte 990FXA-UD5,ATX,Socket AM3+,AMD 990FX,DDR3,8,5,,
Gigabyte X48-DS4,ATX,Socket 775,Intel X48,DDR2,,,,
Gigabyte X48-DS5,ATX,Socket 775,Intel X48,DDR2,,,,
MSI H55-GD65 WiFi,ATX,Socket 1156,Intel H55,DDR3,,,,
ASRock Z68 Extreme3 Gen3,ATX,Socket 1155,Intel Z68,DDR3,2,2,,
ASUS P5M2-M/C,Micro ATX,Socket 775,,DDR2,,,,
Gigabyte F2A78M-DS2,Micro ATX,Socket FM2+,AMD A78,DDR3,4,1,,
ASUS P5E WS PRO,ATX,Socket 775,Intel X38,DDR2,,,,
ASUS P5Q3-Deluxe/WiFi,ATX,Socket 775,Intel P45,DDR3,,,,
ASUS P5W64 WS Professional,ATX,Socket 775,Intel 975X,DDR2,,,,
MSI Z87M Gaming,Micro ATX,Socket 1150,Intel Z87,DDR3,6,2,4,
MSI X99A Raider,ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,8
Gigabyte 880GMA-USB3,ATX,Socket AM3,AMD 880G,DDR3,6,2,,
ASRock Fatal1ty Z77 Professional-M,Micro ATX,Socket 1155,Intel Z77,DDR3,4,3,,
Gigabyte G1.Sniper2,ATX,Socket 1155,Intel Z68,DDR3,4,2,4,
ASUS P5BV-C,ATX,Socket 775,,DDR2,,,,
Gigabyte H77-DS3H,ATX,Socket 1155,Intel H77,DDR3,2,2,,
Gigabyte G1.Sniper H6,ATX,Socket 1150,Intel H97,DDR3,,,,
ASUS F1A55 R2.0,ATX,Socket FM1,AMD A55,DDR3,,,,
ASUS M5A78L,ATX,Socket AM3+,AMD 760G,DDR3,,,,
ASUS P5G-MX,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASUS Z97-Pro Gamer,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,0
MSI X58 Pro,ATX,Socket 1366,Intel X58,DDR3,,,6,
ASUS M5A78L-M,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
Gigabyte H67M-UD2H,Micro ATX,Socket 1155,Intel H67,DDR3,,,,
ASUS P5KPL-CM,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASUS KFN5-D SLI,ATX,Socket 1207,,DDR2,,,,
ASRock B150M Pro4S/D3,Micro ATX,Socket 1151,Intel B150,DDR3,6,2,,
MSI 880GMS-E35,Micro ATX,Socket AM3,AMD 880G,DDR3,6,1,,
ASRock FM2A88M-HD+ R3.0,Micro ATX,Socket FM2+,AMD A88X,DDR3,4,1,,
Gigabyte 990XA-UD3,ATX,Socket AM3+,AMD 990X,DDR3,6,3,4,
Gigabyte 8I955X Royal,ATX,Socket 775,Intel 955X,,,,,
ASUS M4A785G HTPC,Micro ATX,Socket AM2+,AMD 785G,DDR2,,,,
MSI P45 Neo2-FR,ATX,Socket 775,Intel P45,DDR2,,,,
ASUS Crosshair III Formula,ATX,Socket AM3,AMD 790FX,DDR3,,,,
MSI 870A Fuzion Power Edition,ATX,Socket AM3,AMD 770,DDR3,,,,
ASUS B150 Pro Gaming,ATX,Socket 1151,Intel B150,DDR4,6,2,,
ASUS Z170M-Plus,Micro ATX,Socket 1151,Intel Z170,DDR4,6,2,,
MSI H61M-P23 (B3),Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS B150M-A/M.2,ATX,Socket 1151,Intel B150,DDR4,6,1,,
Gigabyte P35-DS3,ATX,Socket 775,Intel P35,DDR2,,,,
ASUS Rampage Formula,ATX,Socket 775,Intel X48,DDR2,,,0,
Gigabyte X48-DQ6,ATX,Socket 775,Intel X48,DDR2,,,,
Gigabyte P35-DS4,ATX,Socket 775,Intel P35,DDR2,,,,
ASRock Fatal1ty 970 Performance/3.1,ATX,Socket AM3+,AMD 970,DDR3,6,3,,
ASUS M4A88TD-V Evo,ATX,Socket AM3,AMD 880G,DDR3,,,,
ASUS P5KPL-AM/C/SI,Micro ATX,Socket 775,Intel G31,DDR2,,,,
Gigabyte EX38-DQ6,ATX,Socket 775,Intel X38,DDR2,,,,
ASRock K10N780SLIX3-WiFi,ATX,Socket AM2+,Nvidia nForce 780a SLI,DDR2,,,,
Gigabyte EX58-Extreme,ATX,Socket 1366,Intel X58,DDR3,,,6,
ASUS Z8NA-D6/C,ATX,Socket 1366,Intel 5500,DDR3,,,,
MSI P35 Neo-FI,ATX,Socket 775,Intel P35,DDR2,,,,
ASUS B150-Plus D3,ATX,Socket 1151,Intel B150,DDR3,6,2,,
Gigabyte EP43C-DS3,ATX,Socket 775,Intel P43,DDR2,,,,
MSI Z97M-G43,Micro ATX,Socket 1150,Intel Z97,DDR3,6,2,,
ASRock N68-VS3 UCC,Micro ATX,Socket AM3,Nvidia nForce 630a,DDR3,4,1,,
ASRock ALiveN570SLI-eSATA2,ATX,Socket AM2+,Nvidia nForce 570 SLI,DDR2,,,,
ASRock Fatal1ty P67 Performance,ATX,Socket 1155,Intel P67,DDR3,2,1,,
ASUS P7H55-M/USB3,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
ASRock K10N78-1394,Micro ATX,Socket AM2+,Nvidia GeForce 8200,,,,,
MSI 970 Gaming,ATX,Socket AM3+,AMD 970,DDR3,0,2,4,
ASRock H77 Pro4/MVP,ATX,Socket 1155,Intel H77,DDR3,4,2,,
ASRock 939A790GMH,Micro ATX,Socket 939,AMD 790GX,DDR,,,,
ASRock Fatal1ty Z97 Professional,ATX,Socket 1150,Intel Z97,DDR3,8,4,,
Gigabyte G33M-S2L,Micro ATX,Socket 775,Intel G33,DDR2,,,,
Gigabyte F2A88XM-D3H,Micro ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
ASUS P8Z68-M Pro,Micro ATX,Socket 1155,Intel Z68,DDR3,3,2,,
MSI K8T Neo2-F,ATX,Socket 939,,,,,,
ASUS Maximus II Gene,ATX,Socket 775,Intel P45,DDR2,,,0,
ASUS M4A785-M,Micro ATX,Socket AM3,AMD 785G,DDR2,,,,
ASUS P5G43T-M Pro,Micro ATX,Socket 775,Intel G43,DDR3,,,,
ASUS P5P43TD/USB3,ATX,Socket 775,Intel P43,DDR3,,,,
Gigabyte G33M-S2H,Micro ATX,Socket 775,Intel G33,DDR2,,,,
ASRock Fatal1ty 990FX Professional,ATX,Socket AM3+,AMD 990FX,DDR3,6,3,,
Gigabyte EG41MF-S2H,ATX,Socket 775,Intel G41,DDR2,,,,
MSI H81-P35,ATX,Socket 1150,Intel H81,DDR3,,,,
ASUS P5KPL SE,ATX,Socket 775,Intel G31,DDR2,,,,
ASUS F2A55-M LK2,Micro ATX,Socket FM2,AMD A55,DDR3,,,,
MSI A68HM-P33,Micro ATX,Socket FM2+,AMD A68H,DDR3,4,1,,
ASRock 970A-G/3.1,ATX,Socket AM3+,AMD 970,DDR3,6,2,4,0
MSI H81-P33,ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS P8H77-V LE,ATX,Socket 1155,Intel H77,DDR3,2,1,,
ASUS P5VD2-X,ATX,Socket 775,,,,,,
Gigabyte F2A88X-HD3,ATX,Socket FM2+,AMD A88X,DDR3,,,,
ASRock P67 Extreme4 B3,ATX,Socket 1155,Intel P67,DDR3,4,3,4,
ASUS P5K SE/EPU,ATX,Socket 775,Intel P35,DDR2,,,,
MSI H87-G41 PC Mate,ATX,Socket 1150,Intel H87,DDR3,6,2,4,
Gigabyte M68MT-D3P,Micro ATX,Socket AM3,Nvidia GeForce 7025,DDR3,,,,
ASUS Z170-Premium,ATX,Socket 1151,Intel Z170,DDR4,4,3,,
ASRock X79 Extreme4,ATX,Socket 2011,Intel X79,DDR3,5,3,4,
ASUS H87-Pro,ATX,Socket 1150,Intel H87,DDR3,6,2,,
ASUS P6T SE,ATX,Socket 1366,Intel X58,DDR3,,,6,
ASRock X79 Extreme3,ATX,Socket 2011,Intel X79,DDR3,3,3,,
MSI Z97S SLI Plus,ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
MSI B75MA-G43,Micro ATX,Socket 1155,Intel B75,DDR3,1,2,,
ASRock X79 Extreme9,ATX,Socket 2011,Intel X79,DDR3,8,5,8,
ASRock X79 Extreme6,ATX,Socket 2011,,DDR3,5,3,,
Gigabyte EX38-DS5,ATX,Socket 775,Intel X38,DDR2,,,,
Gigabyte EX38-DS4,ATX,Socket 775,Intel X38,DDR2,,,,
ASRock X79 Extreme7,ATX,Socket 2011,Intel X79,DDR3,7,5,,
ASUS P5E3 WS Pro,ATX,Socket 775,Intel X38,DDR3,,,,
MSI Z97-G43,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
MSI G41M4-L,Micro ATX,Socket 775,Intel G41,DDR2,,,,
MSI Z77A-GD65 Gaming,ATX,Socket 1155,Intel Z77,DDR3,4,3,4,
Gigabyte P55A-UD3R,ATX,Socket 1156,Intel P55,DDR3,,,,
MSI G41M4-F,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS P6T Deluxe OC Palm,ATX,Socket 1366,Intel X58,DDR3,,,6,
Gigabyte H81-D3,ATX,Socket 1150,Intel H81,DDR3,2,1,,
Gigabyte MA78G-DS3H,ATX,Socket AM2+,AMD 780G,DDR2,,,0,
Gigabyte Z87X-UD5 Thunderbolt,ATX,Socket 1150,Intel Z87,DDR3,8,3,,
ASUS Z87 WS,ATX,Socket 1150,Intel Z87,DDR3,10,4,,
MSI H81M-E33 V2,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
Gigabyte GA6LXSL,ATX,Socket 1150,Intel H87,DDR3,10,1,,
MSI Z170A Tomahawk AC,ATX,Socket 1151,Intel Z170,DDR4,6,2,,
ASRock G41C-GS R2.0,Micro ATX,Socket 775,Intel G41,DDR3,,,,
ASUS P5N32-SLI Premium/WiFi-AP,ATX,Socket 775,Nvidia nForce 590 SLI,,,,,
MSI Z170A Gaming Pro Carbon,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
Gigabyte 790FXTA-UD5,ATX,Socket AM3,AMD 790FX,DDR3,,,4,
MSI H55M-ED55,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
MSI A88X-G41 PC Mate V2,ATX,Socket FM2+,AMD A88X,DDR3,6,2,,
ASUS A85XM-A,Micro ATX,Socket FM2,AMD A85X,DDR3,6,1,,
ASRock 2Core1333-2.66G,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASUS P5K SE,ATX,Socket 775,Intel P35,DDR2,,,,
Gigabyte M68M-S2P,Micro ATX,Socket AM2+,Nvidia nForce 630a,DDR2,,,,
ASUS P7H55,ATX,Socket 1156,Intel H55,DDR3,,,,
ASRock M3A770DE,ATX,Socket AM3,AMD 770,DDR3,,,,
ASUS Crosshair IV Formula,ATX,Socket AM3,AMD 890FX,DDR3,6,4,4,
ASUS P7P55D Evo,ATX,Socket 1156,Intel P55,DDR3,,,4,
MSI K9A2VM-F V2,Micro ATX,Socket AM2+,AMD 780V,DDR2,,,,
Gigabyte Z170XP-SLI,ATX,Socket 1151,Intel Z170,DDR4,6,3,,
ASUS M2N-LR,ATX,Socket AM2,Nvidia nForce 570,DDR2,,,,
Gigabyte G1.Sniper B7,ATX,Socket 1151,Intel B150,DDR4,6,2,0,4
Gigabyte G1.Sniper B5,ATX,Socket 1150,Intel B85,DDR3,4,2,4,
Gigabyte G1.Sniper B6,ATX,Socket 1150,Intel B85,DDR3,4,2,4,0
MSI K9A2 Neo2,ATX,Socket AM2+,AMD 770,DDR2,,,,
ASUS P8Z77-V Pro/Thunderbolt,ATX,Socket 1155,Intel Z77,DDR3,4,3,4,
ASUS 970 Pro Gaming/Aura,ATX,Socket AM3+,AMD 970,DDR3,6,2,4,0
Gigabyte X150M-Pro ECC,Micro ATX,Socket 1151,Intel C232,DDR4,6,2,0,4
Gigabyte H110M-HD3 DDR3,Micro ATX,Socket 1151,Intel H110,DDR3,4,1,,
MSI Z77A-G45 Gaming,ATX,Socket 1155,Intel Z77,DDR3,2,3,,
ASRock E3C224-V+,ATX,Socket 1150,Intel C224,DDR3,6,2,,
MSI G41M-E43,Micro ATX,Socket 775,Intel G41,DDR3,,,,
ASUS Sabertooth Z97 Mark 2/USB 3.1,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
ASRock Fatal1ty 990FX Killer,ATX,Socket AM3+,AMD 990FX,DDR3,5,3,,
Gigabyte EP43-S3L,ATX,Socket 775,Intel P43,DDR2,,,,
ASRock 870iCafe,ATX,Socket AM3,AMD 870,DDR3,,,,
ASRock H77 Pro4-M,Micro ATX,Socket 1155,Intel H77,DDR3,4,3,,
ASUS Sabertooth P67 (B3),ATX,Socket 1155,Intel P67,DDR3,4,2,4,
ASUS E3 Pro Gaming V5,ATX,Socket 1151,Intel C232,DDR4,6,2,0,4
ASRock FM2A78M-HD+ R2.0,Micro ATX,Socket FM2+,AMD A78,DDR3,6,1,,
ASUS P8Z77-V Pro,ATX,Socket 1155,Intel Z77,DDR3,4,3,4,
ASRock N68C-GS UCC,Micro ATX,Socket AM2+,Nvidia GeForce 7025,DDR2+DDR3,,,,
ASUS M3N-HT Deluxe/HDMI,ATX,Socket AM2+,Nvidia nForce 780a SLI,DDR2,,,,
Gigabyte P31-DS3L,ATX,Socket 775,Intel P31,DDR2,,,,
MSI P6NGM-FIH,Micro ATX,Socket 775,Nvidia nForce 630i,DDR2,,,,
ASUS B150M Pro Gaming,Micro ATX,Socket 1151,Intel B150,DDR4,6,1,0,4
ASUS Z97-A/USB 3.1,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,0
MSI PH67A-C43 (B3),ATX,Socket 1155,Intel H67,DDR3,,,,
ASRock A55 Pro3,ATX,Socket FM1,AMD A55,DDR3,2,2,,
MSI B150M Mortar Arctic,Micro ATX,Socket 1151,Intel B150,DDR4,,,,
ASUS M4A88TD-M,Micro ATX,Socket AM3,AMD 880G,DDR3,6,1,,
ASUS P8B-MX,Micro ATX,Socket 1155,,DDR3,6,1,,
ASRock P43R1600Twins,ATX,Socket 775,Intel P43,DDR2+DDR3,,,,
Gigabyte G1975X,ATX,Socket 775,Intel 975X,DDR2,,,,
MSI 945GM4-FI,Micro ATX,Socket 775,Intel 945G,,,,,
ASUS Maximus VI Extreme,ATX,Socket 1150,Intel Z87,DDR3,10,5,4,
ASRock Fatal1ty Z77 Professional,ATX,Socket 1155,Intel Z77,DDR3,6,3,,
