ProductName,Capacity (Total),ModuleNum,MemType,MemSpeed
OCZ Platinum AMD 4GB DDR3-1600MHz kit,4 GB,2 x,DDR3,1600 MHz
Geil Black Dragon 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
Corsair Vengeance Pro Red 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Corsair Vengeance LPX 128GB DDR4-3200 CL16 octo kit,128 GB,8 x,DDR4,3200 MHz
OCZ Reaper HPC 4GB DDR3-2400 CL10 kit,4 GB,2 x,DDR3,2400 MHz
OCZ Platinum XTC 6GB DDR3-1800 triple kit,6 GB,3 x,DDR3,1800 MHz
Kingston ValueRam Intel 32GB DDR3-1600 CL11 ECC Registered quad kit,32 GB,4 x,DDR3,1600 MHz
Geil Dragon 32GB DDR4-2666 CL15 quad kit,32 GB,4 x,DDR4,2666 MHz
G.Skill RipjawsZ 32GB DDR3-2133 CL10 quad kit,32 GB,4 x,DDR3,2133 MHz
Corsair Dominator Platinum 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
Team Elite Series 16GB DDR3-1600 CL11 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 32GB DDR4-2133 CL13 kit,32 GB,2 x,DDR4,2133 MHz
Corsair XMS 6GB DDR3-1333 CL8 triple kit,6 GB,3 x,DDR3,1333 MHz
Kingston HyperX 6GB DDR3-1800 CL9 XMP Tall HS triple kit,6 GB,3 x,DDR3,1800 MHz
Adata XPG Gold V2 8GB DDR3-2800 CL12 kit,8 GB,2 x,DDR3,2800 MHz
Geil Enhance Plus 6GB DDR3-1500 CL9 triple kit,6 GB,3 x,DDR3,1500 MHz
Team Vulcan Series Gold 32GB DDR3-1866 CL9 quad kit,32 GB,4 x,DDR3,1866 MHz
OCZ Fatal1ty 4GB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
Kingston ValueRam 16GB DDR4-2133 CL15 kit,16 GB,2 x,DDR4,2133 MHz
G.Skill Ares 8GB DDR3-1600 CL8 kit,8 GB,2 x,DDR3,1600 MHz
Corsair Vengeance Black/Red LED 32GB DDR4-2666 CL16 quad kit,32 GB,4 x,DDR4,2666 MHz
Team Dark Series Black 32GB DDR4-2800 CL16 quad kit,32 GB,4 x,DDR4,2800 MHz
G.Skill Sniper 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Corsair Vengeance Black/Red LED 64GB DDR4-3000 CL15 quad kit,64 GB,4 x,DDR4,3000 MHz
Kingston HyperX Red 8GB DDR3-1600 CL9 XMP kit,8 GB,2 x,DDR3,1600 MHz
Kingston HyperX Predator 16GB DDR4-3333 CL16 kit,16 GB,2 x,DDR4,3333 MHz
G.Skill Trident Z 16GB DDR4-3200 CL16-18 kit,16 GB,2 x,DDR4,3200 MHz
Geil Dragon 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
OCZ Platinum XTC 8GB DDR2-800 CL5 quad kit,8 GB,4 x,DDR2,800 MHz
Geil Evo Potenza Onyx 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
Crucial 64GB DDR4-2400 CL17 ECC quad kit,64 GB,4 x,DDR4,2400 MHz
Corsair Vengeance Pro Red 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Team Xtreem 8GB DDR3-2666 CL10 quad kit,8 GB,4 x,DDR3,2666 MHz
OCZ Reaper HPC 12GB DDR3-1600 CL9 triple kit,12 GB,3 x,DDR3,1600 MHz
G.Skill Trident Z Black/Silver 16GB DDR4-3466 CL16 kit,16 GB,2 x,DDR4,3466 MHz
Kingston HyperX 6GB DDR3-2000 CL8 XMP Tall HS triple kit,6 GB,3 x,DDR3,2000 MHz
Geil Evo Potenza Onyx 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
OCZ Reaper HPC 8GB DDR3-1600 ULV CL7 kit,8 GB,2 x,DDR3,1600 MHz
Corsair Dominator Platinum 16GB DDR3-1866 CL9 quad kit (4x4),16 GB,4 x,DDR3,1866 MHz
Adata XPG Z1 8GB DDR4-2800 CL17 kit,8 GB,2 x,DDR4,2800 MHz
Crucial Ballistix Sport 12GB CL9 triple kit,12 GB,3 x,DDR3,1333 MHz
Corsair Vengeance 32GB DDR3-1866 CL10 LP quad kit,32 GB,4 x,DDR3,1866 MHz
Corsair XMS3 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Geil Evo Potenza 32GB DDR4-2400 CL15 octo kit,32 GB,8 x,DDR4,2400 MHz
Geil Dragon 64GB DDR4-3000 CL14 quad kit,64 GB,4 x,DDR4,3000 MHz
Corsair Vengeance Pro Red 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
G.Skill Ripjaws 24GB DDR3-1333 CL9 hexa kit,24 GB,6 x,DDR3,1333 MHz
Corsair Dominator Platinum 16GB DDR3-2133 CL8 quad kit,16 GB,4 x,DDR3,2133 MHz
Kingston HyperX 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Kingston HyperX 6GB DDR3-2250 CL9 XMP triple kit,6 GB,3 x,DDR3,2250 MHz
G.Skill RipjawsZ 8GB DDR3-2133 CL9 quad kit,8 GB,4 x,DDR3,2133 MHz
Corsair ValueSelect 16GB DDR3-1600 CL11 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws IV Blue 32GB DDR4-3000 CL15 octo kit,32 GB,8 x,DDR4,3000 MHz
G.Skill Sniper 32GB DDR3-1866 CL10 quad kit,32 GB,4 x,DDR3,1866 MHz
Corsair Quad2X 4GB DDR2-800 CL5 quad kit,4 GB,4 x,DDR2,800 MHz
OCZ Gold XTC 4GB DDR2-1066 CL5 kit,4 GB,2 x,DDR2,1066 MHz
Kingston HyperX Predator 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws IV Series 16GB DDR4-2666 CL16 quad kit,16 GB,4 x,DDR,2666 MHz
Corsair Vengeance Pro Silver 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill 4GB DDR2-800 CL4 kit,4 GB,2 x,DDR2,800 MHz
G.Skill Perfect Storm 6GB DDR3-2133 CL9 triple kit,6 GB,3 x,DDR3,2133 MHz
Corsair Mac Memory 8GB DDR2-800 ECC kit,8 GB,2 x,DDR2,800 MHz
Geil Dragon 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Corsair Dominator GT 6GB DDR3-2000 CL8 triple kit,6 GB,3 x,DDR3,2000 MHz
Kingston ValueRam 12GB DDR3-1333 CL9 ECC Registered triple kit,12 GB,3 x,DDR3,1333 MHz
Corsair Vengeance LPX Black + Fan 32GB DDR4-3333 CL16 quad kit,32 GB,4 x,DDR4,3333 MHz
Kingston HyperX 16GB DDR3-2133 CL11 XMP kit,16 GB,2 x,DDR3,2133 MHz
Adata XPG Gaming V2 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
OCZ 6GB DDR3-1600 Intel i7 Triple Channel Rev.2,6 GB,3 x,DDR3,1600 MHz
Crucial 8GB DDR3-1066 ECC kit,8 GB,2 x,DDR3,1066 MHz
OCZ Reaper HPC 12GB DDR3-1600 LV CL8 triple kit,12 GB,3 x,DDR3,1600 MHz
Kingston HyperX Predator 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill Ripjaws 16GB DDR3-1066 CL7 quad kit,16 GB,4 x,DDR3,1066 MHz
Geil Blue LED 32GB DDR4-2400 CL16 kit,32 GB,2 x,DDR4,2400 MHz
Corsair Vengeance LPX Black 16GB DDR4-2400 CL16 kit,16 GB,2 x,DDR4,2400 MHz
Corsair Dominator Platinum 16GB DDR4-2666 CL12 quad kit,16 GB,4 x,DDR4,2666 MHz
Corsair Dominator 24GB DDR3-1600 CL9 hexa kit,24 GB,6 x,DDR3,1600 MHz
Kingston HyperX 6GB DDR3-2000 CL9 XMP Tall with Fan triple kit,6 GB,3 x,DDR3,2000 MHz
Team Vulcan Series Blue 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Kingston HyperX Fury White 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
Geil White Dragon 32GB DDR4-3200 CL15 quad kit,32 GB,4 x,DDR4,3200 MHz
Kingston HyperX 4GB DDR3-2133 CL8 XMP Tall HS kit,4 GB,2 x,DDR3,2133 MHz
Geil Value Plus 24GB DDR3-1333 CL9 hexa kit,24 GB,6 x,DDR3,1333 MHz
Geil Evo Potenza White Series 16GB DDR3-2400 CL11 quad kit,16 GB,4 x,DDR3,2400 MHz
G.Skill Ripjaws IV Black 32GB DDR4-2400 CL15 quad kit,32 GB,4 x,DDR4,2400 MHz
Corsair Twin2X 4GB DDR2-800 CL4 kit,4 GB,2 x,DDR2,800 MHz
OCZ Titanium 6GB DDR3-1600 CL7 triple kit,6 GB,3 x,DDR3,1600 MHz
G.Skill RipjawsX 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Geil Evo X 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Crucial Ballistix Sport 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws IV Black 32GB DDR4-3000 CL15 quad kit,32 GB,4 x,DDR4,3000 MHz
Team Vulcan Series Gold 32GB DDR4-3000 CL16 quad kit,32 GB,4 x,DDR4,3000 MHz
Corsair Twin3X 4GB DDR3-1600 CL9 EPP kit,4 GB,2 x,DDR3,1600 MHz
Crucial Ballistix Sport LT Red 16GB DDR4-2400 CL16 kit,16 GB,2 x,DDR4,2400 MHz
Corsair Vengeance LPX Red 16GB DDR4-2800 CL16 quad kit,16 GB,4 x,DDR4,2800 MHz
Corsair Dominator Platinum ROG Edition 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
Crucial 8GB DDR3L-1600 CL11 VLP ECC Registered kit,8 GB,2 x,DDR3,1600 MHz
G.Skill RipjawsX Red 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
G.Skill Ripjaws V 16GB DDR4-3466 CL16 kit,16 GB,2 x,DDR4,3466 MHz
OCZ Reaper HPC 8GB DDR3-1600 CL7 triple kit,8 GB,3 x,DDR3,1600 MHz
Crucial 96GB DDR3L-1600 CL11 ECC Triple kit,96 GB,3 x,DDR3,1600 MHz
Geil Dragon 32GB DDR4-3000 CL15 kit,32 GB,2 x,DDR4,3000 MHz
OCZ Intel Extreme 4GB DDR3-1333 XMP kit,4 GB,2 x,DDR3,1333 MHz
Geil Evo Veloce White 16GB DDR3-2666 CL11-13 kit,16 GB,2 x,DDR3,2666 MHz
OCZ Reaper HPC 12GB DDR3-1600 LV CL7 triple kit,12 GB,3 x,DDR3,1600 MHz
Team Dark Series Red 16GB DDR4-3000 CL16 kit,16 GB,2 x,DDR4,3000 MHz
Corsair Dominator Platinum 8GB DDR4-3866 CL18 kit,8 GB,2 x,DDR4,3866 MHz
Crucial Ballistix Sport XT 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Kingston HyperX Genesis 16GB DDR3-2133 CL11 quad kit,16 GB,4 x,DDR3,2133 MHz
Corsair Dominator Platinum 8GB DDR3-1600 CL8 kit,8 GB,2 x,DDR3,1600 MHz
Corsair Vengeance Red 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
Geil Green 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
Kingston HyperX Genesis Overclockers.uk Edition Gold 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Corsair Dominator 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill RipjawsZ 16GB DDR3-2400 CL9 quad kit,16 GB,4 x,DDR3,2400 MHz
Kingston HyperX Genesis 16GB DDR3-2400 CL11 XMP quad kit,16 GB,4 x,DDR3,2400 MHz
Kingston HyperX Fury 32GB DDR4-2400 CL15 kit,32 GB,2 x,DDR4,2400 MHz
OCZ Blade 4GB DDR2-1066 CL5 kit,4 GB,2 x,DDR2,1066 MHz
Crucial Ballistix Tactical 32GB DDR3-1600 LP CL8 quad kit,32 GB,4 x,DDR3,1600 MHz
Corsair Dominator GT 6GB DDR3-1866 CL7 triple kit,6 GB,3 x,DDR3,1866 MHz
Corsair Dominator Platinum 16GB DDR3-2133 CL9 quad kit (1.5V),16 GB,4 x,DDR3,2133 MHz
Geil Evo Leggera 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Adata XPG V3 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Crucial 32GB DDR3-1333 CL11 VLP ECC Registered kit,32 GB,2 x,DDR3,1600 MHz
G.Skill NQ Series 12GB DDR3-1600 CL9 hexa kit,12 GB,6 x,DDR3,1600 MHz
Kingston HyperX Fury Black 16GB DDR4-2133 CL14 kit,16 GB,2 x,DDR4,2133 MHz
OCZ Flex EX 12GB DDR3-2133 CL10 triple kit,12 GB,3 x,DDR3,2133 MHz
OCZ Platinum XTC 4GB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Trident Z White/Silver 16GB DDR4-3600 CL17 kit,16 GB,2 x,DDR4,3600 MHz
Geil Evo Corsa 4GB DDR3-2133 CL10 kit,4 GB,2 x,DDR3,2133 MHz
G.Skill Ares 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
Team Vulcan Series Orange 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Adata XPG Z1 8GB DDR4-2133 CL13 kit,8 GB,2 x,DDR4,2133 MHz
Geil Evo Leggera 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
G.Skill Trident Z 16GB DDR4-3866 CL18 quad kit,16 GB,4 x,DDR4,3866 MHz
Crucial 96GB DDR3-1066 CL7 ECC Registered Triple kit,96 GB,3 x,DDR3,1066 MHz
Kingston HyperX Predator 8GB DDR3-2400MHz CL11 kit,8 GB,2 x,DDR3,2400 MHz
Transcend JetRam 4GB DDR3-1600 CL11 kit,4 GB,2 x,DDR3,1600 MHz
OCZ Special Ops XTC 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
Kingston HyperX Beast 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
Crucial Ballistix Tracer Blue 6GB DDR3-1333 CL7 triple kit,6 GB,3 x,DDR3,1333 MHz
Kingston ValueRam 12GB DDR3-1866 CL13 ECC Registered triple kit,12 GB,3 x,DDR3,1866 MHz
G.Skill RipjawsX 8GB DDR3-1600 CL8 kit,8 GB,2 x,DDR3,1066 MHz
Corsair Vengeance LPX Black 32GB DDR4-2400 CL16 quad kit,32 GB,4 x,DDR4,2400 MHz
Corsair Dominator GT 4GB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
Kingston HyperX Blu 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws V Black 32GB DDR4-3600 CL17 quad kit,32 GB,4 x,DDR4,3600 MHz
Team Vulcan Series Gold 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Geil Evo Potenza Onyx Black 8GB DDR3-1600 CL11 kit,8 GB,2 x,DDR3,1600 MHz
Geil Super Hero Black/Blue 8GB DDR4-3000 CL16 kit,8 GB,2 x,DDR4,3000 MHz
Team Xtreem LV 8GB DDR3-2400 CL10 kit,8 GB,2 x,DDR3,2400 MHz
Corsair Vengeance 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
G.Skill Ripjaws V 64GB DDR4-2666 CL15 quad kit,64 GB,4 x,DDR4,2666 MHz
Geil Dragon Ram 8GB DDR4-2400 CL14 kit,8 GB,2 x,DDR4,2400 MHz
G.Skill RipjawsX 4GB DDR3-2133 CL9 kit (blue),4 GB,2 x,DDR3,2133 MHz
G.Skill Ripjaws V Black 32GB DDR4-3200 CL14 kit,32 GB,2 x,DDR4,3200 MHz
Kingston HyperX 4GB DDR3-1800 CL9 Low Voltage XMP kit,4 GB,2 x,DDR3,1800 MHz
Kingston ValueRam 16GB DDR3-1600 CL11 ECC quad kit,16 GB,4 x,DDR3,1600 MHz
Crucial 24GB DDR3L-1600 CL11 ECC Triple kit,24 GB,3 x,DDR3,1600 MHz
Team Elite Plus Series Black 32GB DDR4-2133 CL15 quad kit,32 GB,4 x,DDR4,2133 MHz
Kingston HyperX Fury Black 16GB DDR4-2666 CL15 kit,16 GB,2 x,DDR4,2666 MHz
Corsair Vengeance LPX Black 16GB DDR4-3600 CL18 kit,16 GB,2 x,DDR4,3600 MHz
Geil Black Dragon 32GB DDR3-1333 CL9 quad kit,32 GB,4 x,DDR3,1333 MHz
G.Skill Ripjaws V Red 32GB DDR4-3200 CL14 quad kit,32 GB,4 x,DDR4,3200 MHz
Corsair Twin2X 4GB DDR2-800 CL4 DHX kit,4 GB,2 x,DDR2,800 MHz
Corsair Dominator Platinum 16GB DDR4-3200 CL16 quad kit,16 GB,4 x,DDR4,3200 MHz
Kingston ValueRam 24GB DDR3-1066 CL7 ECC Registered triple kit,24 GB,3 x,DDR3,1066 MHz
OCZ Reaper HPC 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
Kingston HyperX Savage Black 8GB DDR4-2800 CL14 kit,8 GB,2 x,DDR4,2800 MHz
Crucial 4GB DDR400 ECC Registered kit,4 GB,2 x,DDR,400 MHz
Corsair Vengeance Blue LED 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
Corsair Vengeance 12GB DDR3-2000 CL10 triple kit,12 GB,3 x,DDR3,2000 MHz
Corsair Vengeance Black LP 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws V 16GB DDR4-2666 CL15 kit,16 GB,2 x,DDR4,2666 MHz
Corsair Vengeance Green 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill HK 4GB DDR3-1333 CL8 kit,4 GB,2 x,DDR3,1333 MHz
Corsair Dominator Platinum 32GB DDR4-2800 CL16 kit,32 GB,2 x,DDR4,2800 MHz
Geil 6GB DDR3-1600 CL7 triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston HyperX 4GB DDR2-800 CL4 kit,4 GB,2 x,DDR2,800 MHz
Kingston ValueRam 8GB DDR3-1066 CL7 kit,8 GB,2 x,DDR3,1066 MHz
G.Skill TridentZ 8GB DDR4-4133 CL19 kit,8 GB,2 x,DDR4,4133 MHz
G.Skill Trident Z 16GB DDR4-3200 CL16-16 quad kit,16 GB,4 x,DDR4,3200 MHz
G.Skill Aegis 16GB DDR4-3000 CL16 kit,16 GB,2 x,DDR4,3000 MHz
G.Skill RipjawsX 32GB DDR3-1866 CL9 quad kit,32 GB,4 x,DDR3,1866 MHz
Corsair Vengeance 16GB DDR3-1600 CL7 LP quad kit,16 GB,4 x,DDR3,1600 MHz
Kingston HyperX Anniversary 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill NT Series 16GB DDR4-2400 CL15 kit,16 GB,2 x,DDR4,2400 MHz
G.Skill Trident Z 128GB DDR4-3200 CL16 octo kit,128 GB,8 x,DDR4,3200 MHz
Kingston HyperX Fury Red 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
OCZ Reaper HPC 4GB DDR3-1600 CL6 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Aegis 8GB DDR3L-1600 CL11 kit,8 GB,2 x,DDR3,1600 MHz
Crucial Ballistix Sport 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
G.Skill TridentX 16GB DDR3-1600 CL7 kit,16 GB,2 x,DDR3,1600 MHz
Adata XPG 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Crucial 32GB DDR3-1866 CL13 quad kit,32 GB,4 x,DDR3,1866 MHz
Kingston ValueRam 4GB DDR3-1333 CL9 ECC kit,4 GB,2 x,DDR3,1333 MHz
G.Skill RipjawsZ 16GB DDR3-2133 CL9 quad kit,16 GB,4 x,DDR3,2133 MHz
Team Dark Series Grey 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Kingston HyperX 6GB DDR3-2000 CL9 XMP triple kit,6 GB,3 x,DDR3,2000 MHz
Corsair Vengeance Black White LED 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill 8GB DDR3-1333 CL9 kit (Mac),8 GB,2 x,DDR3,1333 MHz
Geil Value Plus 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
Geil Black Dragon Quad 4GB DDR2-1066 CL5 kit,4 GB,4 x,DDR2,1066 MHz
Kingston HyperX Grey 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Kingston ValueRam 8GB DDR4-2133 CL15 kit,8 GB,2 x,DDR4,2133 MHz
G.Skill Ripjaws IV 32GB DDR4-3000 CL15 quad kit,32 GB,4 x,DDR4,3000 MHz
Corsair Vengeance LPX Black 16GB DDR4-3333 CL16 kit,16 GB,2 x,DDR4,3333 MHz
Crucial Ballistix 4GB DDR2-800 CL4 EPP kit,4 GB,2 x,DDR2,800 MHz
G.Skill NT 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
G.Skill Ripjaws V Red 16GB DDR4-2133 CL15 kit,16 GB,2 x,DDR4,2133 MHz
OCZ Platinum XTC 6GB DDR3-1333 CL7 Low-Voltage triple kit,6 GB,3 x,DDR3,1333 MHz
Crucial 12GB DDR3-1066 CL7 Registered ECC triple kit,12 GB,3 x,DDR3,1066 MHz
Geil Evo Leggera 32GB DDR3-2666 CL11 quad kit,32 GB,4 x,DDR3,2666 MHz
Kingston ValueRam 64GB DDR3-1600 CL11 ECC quad kit,64 GB,4 x,DDR3,1600 MHz
Geil Super Luce White/Blue 128GB DDR4-2400 CL14 octo kit,128 GB,8 x,DDR4,2400 MHz
Corsair XMS2 4GB DDR2-1066 CL5 kit,4 GB,2 x,DDR2,1066 MHz
Team Vulcan Series Gold 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
Kingston ValueRam 16GB DDR4-2133 CL15 ECC kit,16 GB,2 x,DDR4,2133 MHz
Crucial 6GB DDR3-1066 CL7 Registered ECC triple kit,6 GB,3 x,DDR3,1066 MHz
Kingston ValueRam 8GB DDR3-1066 CL7 ECC Registered kit with Therm Sensor,8 GB,2 x,DDR3,1066 MHz
Corsair Dominator Platinum 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
G.Skill Ares 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Kingston HyperX 8GB DDR3-1600 CL9 XMP quad kit,8 GB,4 x,DDR3,1600 MHz
Corsair Dominator Platinum 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Kingston HyperX Genesis 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
Kingston HyperX T1 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
Crucial 64GB DDR4-2400 CL17 ECC kit,64 GB,2 x,DDR4,2400 MHz
Team Xtreem Vulcan LV 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Adata XPG V2 Grey 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Team Vulcan Series Gold 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
OCZ Platinum 6GB DDR3-1600 CL6 Low Voltage triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston ValueRam 12GB DDR3-1066 CL7 ECC Registered triple kit with Therm Sensor,12 GB,3 x,DDR3,1066 MHz
Corsair Vengeance Blue LP 16GB DDR3-2133 CL11 quad kit,16 GB,4 x,DDR3,2133 MHz
Crucial Ballistix 4GB DDR3-2133 CL9 kit,4 GB,2 x,DDR3,2133 MHz
Corsair Dominator Platinum 8GB DDR3-2933 CL12 kit,8 GB,2 x,DDR3,2933 MHz
Kingston ValueRam 32GB DDR4-2133 CL15 ECC Registered quad kit,32 GB,4 x,DDR4,2133 MHz
Geil Enhance Corsa 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
Kingston HyperX Anniversary 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 32GB DDR4-3200 CL16 kit,32 GB,2 x,DDR4,3200 MHz
G.Skill Ripjaws IV 8GB DDR4-2800 CL15 kit,8 GB,2 x,DDR4,2800 MHz
G.Skill Ripjaws V Black DDR4-4000 CL19 kit,8 GB,2 x,DDR4,4000 MHz
Crucial 24GB DDR3-1600 CL11 ECC Registered Triple kit,24 GB,3 x,DDR3,1600 MHz
G.Skill Ripjaws V Red 16GB DDR4-2133 CL15 quad kit,16 GB,4 x,DDR4,2133 MHz
Kingston HyperX Predator 32GB DDR4-2133 CL13 quad kit,32 GB,4 x,DDR4,2133 MHz
Corsair Dominator Platinum 8GB DDR3-2666 CL12 kit,8 GB,2 x,DDR3,2666 MHz
Kingston ValueRam 32GB DDR3-1866 CL13 ECC Registered quad kit,32 GB,4 x,DDR3,1866 MHz
Team Dark Series Red 16GB DDR4-2666 CL15 quad kit,16 GB,4 x,DDR4,2666 MHz
G.Skill Ripjaws 8GB DDR3-2000 CL9 kit,8 GB,2 x,DDR3,2000 MHz
G.Skill Ripjaws IV Blue 16GB DDR4-2400 CL15 quad kit,16 GB,4 x,DDR4,2400 MHz
G.Skill Trident Z 16GB DDR4-3733 CL17 quad kit,16 GB,4 x,DDR4,3733 MHz
Crucial Ballistix Sport 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
Team Vulcan Series 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Adata XPG Z1 8GB DDR4-3200 CL16 kit,4 GB,2 x,DDR4,3200 MHz
G.Skill NQ Series 12GB DDR3-1333 CL9 hexa kit,12 GB,6 x,DDR3,1333 MHz
Kingston HyperX Predator 16GB DDR3-1866MHz CL9 quad kit,16 GB,4 x,DDR3,1866 MHz
Geil Evo Two 4GB DDR3-2000 CL6 kit,4 GB,2 x,DDR3,2000 MHz
Team Dark Series White 16GB DDR4-3000 CL16 quad kit,16 GB,4 x,DDR4,3000 MHz
Geil Value Plus 4GB DDR3-1333 CL7 kit,4 GB,2 x,DDR3,1333 MHz
OCZ Reaper HPC 8GB DDR3-2000 LV CL8 kit,8 GB,2 x,DDR3,2000 MHz
G.Skill Ripjaws V Red 8GB DDR4-2800 CL15 kit,8 GB,2 x,DDR4,2800 MHz
Kingston HyperX Savage 32GB DDR3-1866 CL9 quad kit,32 GB,4 x,DDR3,1866 MHz
Geil EVO ONE 8GB DDR2-800 CL5 quad kit,8 GB,4 x,DDR2,800 MHz
Crucial Ballistix Sport 16GB DDR4-2400 CL16 quad kit,16 GB,4 x,DDR4,2400 MHz
G.Skill 4GB DDR2-800 CL5 quad kit,4 GB,4 x,DDR2,800 MHz
Corsair Vengeance Pro 16GB DDR3-2133 CL9 quad kit,16 GB,4 x,DDR3,2133 MHz
Kingston ValueRam 8GB DDR2-667 CL5 ECC kit,8 GB,2 x,DDR2,667 MHz
